,observed_value,prediction,classifier,name_short,matrix,polarity,fold,iter_index
24511,True,False,MLP,Phylloquinone,NOR,positive,7,6
24512,True,False,MLP,Proline,NOR,positive,7,6
24513,True,False,MLP,Propionylcarnitine,NOR,positive,7,6
24514,True,False,MLP,Prostaglandin E1,NOR,positive,7,6
24515,False,False,MLP,Pyruvic acid,NOR,positive,7,6
24516,False,True,MLP,Quinolinic acid,NOR,positive,7,6
24517,False,False,MLP,Retinoic acid,NOR,positive,7,6
24518,False,False,MLP,Ribulose,NOR,positive,7,6
24519,False,False,MLP,Ribulose 5-phosphate,NOR,positive,7,6
24520,False,True,MLP,S-Adenosylmethionine,NOR,positive,7,6
24521,True,True,MLP,Pyridoxine,NOR,positive,8,6
24522,True,True,MLP,Riboflavin,NOR,positive,8,6
24523,True,True,MLP,S-Adenosylhomocysteine,NOR,positive,8,6
24524,True,False,MLP,SM d18:1-16:0,NOR,positive,8,6
24525,True,False,MLP,Serotonin,NOR,positive,8,6
24526,True,False,MLP,Spermidine,NOR,positive,8,6
24527,True,True,MLP,Succinic acid,NOR,positive,8,6
24528,True,False,MLP,TG 15:0-18:1-15:0,NOR,positive,8,6
24529,True,False,MLP,Taurocholic acid,NOR,positive,8,6
24530,True,True,MLP,Tetrahydrofolic acid,NOR,positive,8,6
24531,False,False,MLP,Serine,NOR,positive,8,6
24532,False,True,MLP,Sulfo GalCer 18:0(2S-OH),NOR,positive,8,6
24533,False,True,MLP,Taurine,NOR,positive,8,6
24534,False,False,MLP,Tyrosine,NOR,positive,8,6
24535,False,True,MLP,Uracil,NOR,positive,8,6
24536,False,True,MLP,Ureidosuccinic acid,NOR,positive,8,6
24537,True,False,MLP,Thiamine,NOR,positive,9,6
24538,True,True,MLP,Thymine,NOR,positive,9,6
24539,True,False,MLP,Tryptophan,NOR,positive,9,6
24540,True,False,MLP,Uridine diphosphate,NOR,positive,9,6
24541,True,True,MLP,Uridine diphosphate glucose,NOR,positive,9,6
24542,True,True,MLP,Urocanic acid,NOR,positive,9,6
24543,True,False,MLP,Xanthine,NOR,positive,9,6
24544,True,True,MLP,cis-Aconitic acid,NOR,positive,9,6
24545,True,True,MLP,gamma-Aminobutyric acid,NOR,positive,9,6
24546,True,True,MLP,myo-Inositol,NOR,positive,9,6
24547,False,False,MLP,Uric acid,NOR,positive,9,6
24548,False,False,MLP,Uridine,NOR,positive,9,6
24549,False,False,MLP,Uridine diphosphate glucuronic acid,NOR,positive,9,6
24550,False,False,MLP,Uridine diphosphate-N-acetylglucosamine,NOR,positive,9,6
24551,False,False,MLP,Valine,NOR,positive,9,6
24552,False,False,MLP,alpha-tocopherol,NOR,positive,9,6
24553,True,True,MLP,2-Oxoglutaric acid,pNA,negative,0,6
24554,True,True,MLP,3-Phosphoglyceric acid,pNA,negative,0,6
24555,True,True,MLP,4-Hydroxyproline,pNA,negative,0,6
24556,True,False,MLP,6-Phosphogluconic acid,pNA,negative,0,6
24557,True,False,MLP,Acetyl-CoA,pNA,negative,0,6
24558,True,True,MLP,Adenine,pNA,negative,0,6
24559,True,False,MLP,Arginine,pNA,negative,0,6
24560,True,True,MLP,Argininosuccinic acid,pNA,negative,0,6
24561,True,True,MLP,Ascorbic acid,pNA,negative,0,6
24562,False,True,MLP,3-Hydroxyanthranilic acid,pNA,negative,0,6
24563,False,False,MLP,3-Hydroxymethylglutaric acid,pNA,negative,0,6
24564,False,False,MLP,"4,5-Dihydroorotic acid",pNA,negative,0,6
24565,False,False,MLP,5-Hydroxyindoleacetic acid,pNA,negative,0,6
24566,False,False,MLP,Acetoacetic acid,pNA,negative,0,6
24567,False,False,MLP,Acetylcarnitine,pNA,negative,0,6
24568,False,True,MLP,Acetylcholine,pNA,negative,0,6
24569,True,False,MLP,Asparagine,pNA,negative,1,6
24570,True,False,MLP,Aspartic acid,pNA,negative,1,6
24571,True,True,MLP,Cardiolipin 18:1,pNA,negative,1,6
24572,True,False,MLP,Carnosine,pNA,negative,1,6
24573,True,True,MLP,Citric acid,pNA,negative,1,6
24574,True,True,MLP,Citrulline,pNA,negative,1,6
24575,True,True,MLP,Coenzyme A,pNA,negative,1,6
24576,True,True,MLP,Creatinine,pNA,negative,1,6
24577,True,False,MLP,Cysteine,pNA,negative,1,6
24578,False,False,MLP,Adenosine diphosphate,pNA,negative,1,6
24579,False,True,MLP,Adenosine monophosphate,pNA,negative,1,6
24580,False,False,MLP,Agmatine,pNA,negative,1,6
24581,False,False,MLP,Biotin,pNA,negative,1,6
24582,False,False,MLP,Butyric acid,pNA,negative,1,6
24583,False,False,MLP,CAR 16:0,pNA,negative,1,6
24584,False,False,MLP,Carnitine,pNA,negative,1,6
24585,True,False,MLP,Cytidine,pNA,negative,2,6
24586,True,True,MLP,Cytosine,pNA,negative,2,6
24587,True,True,MLP,Dopamine,pNA,negative,2,6
24588,True,False,MLP,Epinephrine,pNA,negative,2,6
24589,True,True,MLP,Flavin adenine dinucleotide,pNA,negative,2,6
24590,True,True,MLP,Folic acid,pNA,negative,2,6
24591,True,False,MLP,Fumaric acid,pNA,negative,2,6
24592,True,True,MLP,GM3 Ganglioside 18:0,pNA,negative,2,6
24593,True,False,MLP,GlcCer d18:1/18:0,pNA,negative,2,6
24594,False,False,MLP,Cer d8:1/22:0 Cer,pNA,negative,2,6
24595,False,True,MLP,Cholecalciferol,pNA,negative,2,6
24596,False,True,MLP,Cholesterol,pNA,negative,2,6
24597,False,False,MLP,Cholic acid,pNA,negative,2,6
24598,False,True,MLP,Choline,pNA,negative,2,6
24599,False,False,MLP,Creatine,pNA,negative,2,6
24600,False,False,MLP,Cyclic adenosine monophosphate,pNA,negative,2,6
24601,True,True,MLP,Gluconic acid,pNA,negative,3,6
24602,True,False,MLP,Glucosamine 6-phosphate,pNA,negative,3,6
24603,True,True,MLP,Glucose,pNA,negative,3,6
24604,True,False,MLP,Glucose 6-phosphate,pNA,negative,3,6
24605,True,False,MLP,Glucosyl cholesterol,pNA,negative,3,6
24606,True,False,MLP,Glutamic acid,pNA,negative,3,6
24607,True,False,MLP,Glutamine,pNA,negative,3,6
24608,True,False,MLP,Glutathione,pNA,negative,3,6
24609,True,True,MLP,Guanine,pNA,negative,3,6
24610,False,False,MLP,Cystine,pNA,negative,3,6
24611,False,False,MLP,Cytidine monophosphate,pNA,negative,3,6
24612,False,True,MLP,Dihydroxyacetone,pNA,negative,3,6
24613,False,True,MLP,Dihydroxyacetone phosphate,pNA,negative,3,6
24614,False,False,MLP,Estradiol,pNA,negative,3,6
24615,False,False,MLP,Flavin mononucleotide,pNA,negative,3,6
24616,False,False,MLP,"Fructose 1,6-bisphosphate",pNA,negative,3,6
24617,True,True,MLP,Histamine,pNA,negative,4,6
24618,True,True,MLP,Histidine,pNA,negative,4,6
24619,True,False,MLP,Homocysteine,pNA,negative,4,6
24620,True,True,MLP,Hypoxanthine,pNA,negative,4,6
24621,True,False,MLP,Kynurenic acid,pNA,negative,4,6
24622,True,False,MLP,Kynurenine,pNA,negative,4,6
24623,True,True,MLP,L-Dopa,pNA,negative,4,6
24624,True,False,MLP,Lyso PA 18:1,pNA,negative,4,6
24625,True,True,MLP,Lyso PG 16:0,pNA,negative,4,6
24626,False,False,MLP,Glucosamine,pNA,negative,4,6
24627,False,False,MLP,Glycerol 3-phosphate,pNA,negative,4,6
24628,False,False,MLP,Glycerophosphocholine,pNA,negative,4,6
24629,False,False,MLP,Glycine,pNA,negative,4,6
24630,False,True,MLP,Lactic acid,pNA,negative,4,6
24631,False,True,MLP,Lyso PC 15:0,pNA,negative,4,6
24632,False,False,MLP,Lyso PE 18:0,pNA,negative,4,6
24633,True,True,MLP,Lyso PI 17:1,pNA,negative,5,6
24634,True,False,MLP,Lyso PS 17:1,pNA,negative,5,6
24635,True,False,MLP,Malic acid,pNA,negative,5,6
24636,True,True,MLP,Malonic acid,pNA,negative,5,6
24637,True,False,MLP,Methionine,pNA,negative,5,6
24638,True,False,MLP,Mevalonic acid,pNA,negative,5,6
24639,True,False,MLP,Myo-inositol 1-phosphate,pNA,negative,5,6
24640,True,False,MLP,N-Acetylaspartic acid,pNA,negative,5,6
24641,True,False,MLP,N-Acetylaspartylglutamic acid,pNA,negative,5,6
24642,False,True,MLP,MG 18:1,pNA,negative,5,6
24643,False,False,MLP,Melatonin,pNA,negative,5,6
24644,False,True,MLP,N-Acetylgalactosamine 6-phosphate,pNA,negative,5,6
24645,False,False,MLP,Niacinamide,pNA,negative,5,6
24646,False,True,MLP,Nicotinamide adenine dinucleotide (NAD),pNA,negative,5,6
24647,False,False,MLP,Nicotinamide riboside,pNA,negative,5,6
24648,False,True,MLP,Nicotinamide ribotide,pNA,negative,5,6
24649,True,True,MLP,N-Acetylglucosamine,pNA,negative,6,6
24650,True,True,MLP,"N6,N6,N6-Trimethyllysine",pNA,negative,6,6
24651,True,True,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",pNA,negative,6,6
24652,True,False,MLP,Ornithine,pNA,negative,6,6
24653,True,True,MLP,Oxidized glutathione,pNA,negative,6,6
24654,True,True,MLP,PA 16:0-18:1,pNA,negative,6,6
24655,True,False,MLP,PE 18:0-20:4,pNA,negative,6,6
24656,True,False,MLP,PG 16:0-18:1,pNA,negative,6,6
24657,True,True,MLP,PI 16:0-18:1,pNA,negative,6,6
24658,False,False,MLP,Nicotinic acid,pNA,negative,6,6
24659,False,True,MLP,Orotic acid,pNA,negative,6,6
24660,False,True,MLP,Oxalacetic acid,pNA,negative,6,6
24661,False,False,MLP,PC (O) C16-18:1,pNA,negative,6,6
24662,False,True,MLP,PC 15:0-18:1,pNA,negative,6,6
24663,False,False,MLP,Phosphocreatine,pNA,negative,6,6
24664,False,True,MLP,Phylloquinone,pNA,negative,6,6
24665,True,False,MLP,PI(5)P 18:1,pNA,negative,7,6
24666,True,False,MLP,PS (POPS) 16:0-18:1,pNA,negative,7,6
24667,True,False,MLP,Palmitic acid,pNA,negative,7,6
24668,True,False,MLP,Palmitoyl-CoA,pNA,negative,7,6
24669,True,True,MLP,Pantetheine,pNA,negative,7,6
24670,True,True,MLP,Pantothenic acid,pNA,negative,7,6
24671,True,False,MLP,Phenylalanine,pNA,negative,7,6
24672,True,True,MLP,Phosphoenolpyruvic acid,pNA,negative,7,6
24673,True,False,MLP,Proline,pNA,negative,7,6
24674,False,False,MLP,Propionylcarnitine,pNA,negative,7,6
24675,False,True,MLP,Prostaglandin E1,pNA,negative,7,6
24676,False,False,MLP,Putrescine,pNA,negative,7,6
24677,False,False,MLP,Pyruvic acid,pNA,negative,7,6
24678,False,False,MLP,Retinoic acid,pNA,negative,7,6
24679,False,False,MLP,Riboflavin,pNA,negative,7,6
24680,False,True,MLP,S-Adenosylhomocysteine,pNA,negative,7,6
24681,True,True,MLP,Pyridoxine,pNA,negative,8,6
24682,True,True,MLP,Quinolinic acid,pNA,negative,8,6
24683,True,False,MLP,Ribulose,pNA,negative,8,6
24684,True,False,MLP,Ribulose 5-phosphate,pNA,negative,8,6
24685,True,False,MLP,SM d18:1-16:0,pNA,negative,8,6
24686,True,True,MLP,Serine,pNA,negative,8,6
24687,True,False,MLP,Succinic acid,pNA,negative,8,6
24688,True,False,MLP,Sulfo GalCer 18:0(2S-OH),pNA,negative,8,6
24689,True,True,MLP,Taurine,pNA,negative,8,6
24690,False,True,MLP,S-Adenosylmethionine,pNA,negative,8,6
24691,False,False,MLP,Serotonin,pNA,negative,8,6
24692,False,False,MLP,Spermidine,pNA,negative,8,6
24693,False,False,MLP,Taurocholic acid,pNA,negative,8,6
24694,False,False,MLP,Tetrahydrofolic acid,pNA,negative,8,6
24695,False,True,MLP,Thiamine,pNA,negative,8,6
24696,False,True,MLP,Thymine,pNA,negative,8,6
24697,True,True,MLP,Tyrosine,pNA,negative,9,6
24698,True,True,MLP,Ureidosuccinic acid,pNA,negative,9,6
24699,True,False,MLP,Uridine diphosphate glucose,pNA,negative,9,6
24700,True,False,MLP,Uridine diphosphate-N-acetylglucosamine,pNA,negative,9,6
24701,True,False,MLP,Valine,pNA,negative,9,6
24702,True,False,MLP,Xanthine,pNA,negative,9,6
24703,True,True,MLP,cis-Aconitic acid,pNA,negative,9,6
24704,True,True,MLP,gamma-Aminobutyric acid,pNA,negative,9,6
24705,True,False,MLP,myo-Inositol,pNA,negative,9,6
24706,False,True,MLP,Tryptophan,pNA,negative,9,6
24707,False,False,MLP,Uracil,pNA,negative,9,6
24708,False,True,MLP,Uric acid,pNA,negative,9,6
24709,False,False,MLP,Uridine,pNA,negative,9,6
24710,False,False,MLP,Uridine diphosphate,pNA,negative,9,6
24711,False,True,MLP,Uridine diphosphate glucuronic acid,pNA,negative,9,6
24712,False,True,MLP,Urocanic acid,pNA,negative,9,6
24713,True,True,MLP,"4,5-Dihydroorotic acid",pNA,positive,0,6
24714,True,False,MLP,4-Hydroxyproline,pNA,positive,0,6
24715,True,False,MLP,5-Hydroxyindoleacetic acid,pNA,positive,0,6
24716,True,False,MLP,Acetyl-CoA,pNA,positive,0,6
24717,True,False,MLP,Acetylcarnitine,pNA,positive,0,6
24718,True,False,MLP,Acetylcholine,pNA,positive,0,6
24719,True,True,MLP,Adenine,pNA,positive,0,6
24720,True,True,MLP,Adenosine monophosphate,pNA,positive,0,6
24721,True,False,MLP,Agmatine,pNA,positive,0,6
24722,True,False,MLP,Arginine,pNA,positive,0,6
24723,True,True,MLP,Argininosuccinic acid,pNA,positive,0,6
24724,True,True,MLP,Ascorbic acid,pNA,positive,0,6
24725,True,True,MLP,Asparagine,pNA,positive,0,6
24726,False,True,MLP,2-Oxoglutaric acid,pNA,positive,0,6
24727,False,True,MLP,3-Hydroxyanthranilic acid,pNA,positive,0,6
24728,False,True,MLP,3-Hydroxymethylglutaric acid,pNA,positive,0,6
24729,False,True,MLP,3-Phosphoglyceric acid,pNA,positive,0,6
24730,True,False,MLP,Aspartic acid,pNA,positive,1,6
24731,True,True,MLP,Biotin,pNA,positive,1,6
24732,True,False,MLP,CAR 16:0,pNA,positive,1,6
24733,True,False,MLP,Cardiolipin 18:1,pNA,positive,1,6
24734,True,True,MLP,Carnitine,pNA,positive,1,6
24735,True,True,MLP,Carnosine,pNA,positive,1,6
24736,True,True,MLP,Cer d8:1/22:0 Cer,pNA,positive,1,6
24737,True,True,MLP,Cholesteryl ester 17:0,pNA,positive,1,6
24738,True,True,MLP,Cholic acid,pNA,positive,1,6
24739,True,True,MLP,Choline,pNA,positive,1,6
24740,True,True,MLP,Citric acid,pNA,positive,1,6
24741,True,True,MLP,Citrulline,pNA,positive,1,6
24742,True,True,MLP,Coenzyme A,pNA,positive,1,6
24743,False,True,MLP,6-Phosphogluconic acid,pNA,positive,1,6
24744,False,False,MLP,Acetoacetic acid,pNA,positive,1,6
24745,False,True,MLP,Adenosine diphosphate,pNA,positive,1,6
24746,False,False,MLP,Butyric acid,pNA,positive,1,6
24747,True,True,MLP,Creatine,pNA,positive,2,6
24748,True,True,MLP,Creatinine,pNA,positive,2,6
24749,True,False,MLP,Cyclic adenosine monophosphate,pNA,positive,2,6
24750,True,False,MLP,Cysteine,pNA,positive,2,6
24751,True,True,MLP,Cytidine,pNA,positive,2,6
24752,True,True,MLP,Cytidine monophosphate,pNA,positive,2,6
24753,True,True,MLP,Cytosine,pNA,positive,2,6
24754,True,True,MLP,Dopamine,pNA,positive,2,6
24755,True,False,MLP,Epinephrine,pNA,positive,2,6
24756,True,False,MLP,Estradiol,pNA,positive,2,6
24757,True,True,MLP,Flavin adenine dinucleotide,pNA,positive,2,6
24758,True,False,MLP,Flavin mononucleotide,pNA,positive,2,6
24759,True,True,MLP,Folic acid,pNA,positive,2,6
24760,False,True,MLP,Cholecalciferol,pNA,positive,2,6
24761,False,True,MLP,Cholesterol,pNA,positive,2,6
24762,False,False,MLP,Cholesteryl acetate,pNA,positive,2,6
24763,False,False,MLP,Cystine,pNA,positive,2,6
24764,True,False,MLP,GM3 Ganglioside 18:0,pNA,positive,3,6
24765,True,False,MLP,GlcCer d18:1/18:0,pNA,positive,3,6
24766,True,False,MLP,Gluconic acid,pNA,positive,3,6
24767,True,False,MLP,Glucosamine,pNA,positive,3,6
24768,True,False,MLP,Glucosamine 6-phosphate,pNA,positive,3,6
24769,True,True,MLP,Glucose,pNA,positive,3,6
24770,True,False,MLP,Glucose 6-phosphate,pNA,positive,3,6
24771,True,False,MLP,Glucosyl cholesterol,pNA,positive,3,6
24772,True,False,MLP,Glutamic acid,pNA,positive,3,6
24773,True,False,MLP,Glutamine,pNA,positive,3,6
24774,True,False,MLP,Glutathione,pNA,positive,3,6
24775,True,False,MLP,Glycerophosphocholine,pNA,positive,3,6
24776,True,False,MLP,Glycine,pNA,positive,3,6
24777,False,False,MLP,DG 18:0-22:6,pNA,positive,3,6
24778,False,False,MLP,Dihydroxyacetone,pNA,positive,3,6
24779,False,True,MLP,Dihydroxyacetone phosphate,pNA,positive,3,6
24780,False,False,MLP,"Fructose 1,6-bisphosphate",pNA,positive,3,6
24781,True,True,MLP,Guanine,pNA,positive,4,6
24782,True,True,MLP,Histamine,pNA,positive,4,6
24783,True,False,MLP,Histidine,pNA,positive,4,6
24784,True,False,MLP,Homocysteine,pNA,positive,4,6
24785,True,False,MLP,Hypoxanthine,pNA,positive,4,6
24786,True,False,MLP,Kynurenic acid,pNA,positive,4,6
24787,True,False,MLP,Kynurenine,pNA,positive,4,6
24788,True,False,MLP,L-Dopa,pNA,positive,4,6
24789,True,False,MLP,Lyso PA 18:1,pNA,positive,4,6
24790,True,False,MLP,Lyso PC 15:0,pNA,positive,4,6
24791,True,False,MLP,Lyso PE 18:0,pNA,positive,4,6
24792,True,False,MLP,Lyso PG 16:0,pNA,positive,4,6
24793,True,False,MLP,Lyso PI 17:1,pNA,positive,4,6
24794,False,False,MLP,Fumaric acid,pNA,positive,4,6
24795,False,False,MLP,Glycerol 3-phosphate,pNA,positive,4,6
24796,False,False,MLP,Lactic acid,pNA,positive,4,6
24797,False,False,MLP,MG 18:1,pNA,positive,4,6
24798,True,True,MLP,Lyso PS 17:1,pNA,positive,5,6
24799,True,False,MLP,Malic acid,pNA,positive,5,6
24800,True,True,MLP,Melatonin,pNA,positive,5,6
24801,True,False,MLP,Methionine,pNA,positive,5,6
24802,True,False,MLP,N-Acetylaspartic acid,pNA,positive,5,6
24803,True,True,MLP,N-Acetylaspartylglutamic acid,pNA,positive,5,6
24804,True,True,MLP,N-Acetylgalactosamine 6-phosphate,pNA,positive,5,6
24805,True,True,MLP,N-Acetylglucosamine,pNA,positive,5,6
24806,True,True,MLP,"N6,N6,N6-Trimethyllysine",pNA,positive,5,6
24807,True,False,MLP,Nicotinamide adenine dinucleotide (NAD),pNA,positive,5,6
24808,True,True,MLP,Nicotinamide riboside,pNA,positive,5,6
24809,True,True,MLP,Nicotinamide ribotide,pNA,positive,5,6
24810,False,True,MLP,Malonic acid,pNA,positive,5,6
24811,False,False,MLP,Mevalonic acid,pNA,positive,5,6
24812,False,True,MLP,Myo-inositol 1-phosphate,pNA,positive,5,6
24813,False,False,MLP,Niacinamide,pNA,positive,5,6
24814,True,False,MLP,Ornithine,pNA,positive,6,6
24815,True,True,MLP,Oxidized glutathione,pNA,positive,6,6
24816,True,True,MLP,PA 16:0-18:1,pNA,positive,6,6
24817,True,False,MLP,PC (O) C16-18:1,pNA,positive,6,6
24818,True,True,MLP,PC 15:0-18:1,pNA,positive,6,6
24819,True,False,MLP,PE 18:0-20:4,pNA,positive,6,6
24820,True,False,MLP,PG 16:0-18:1,pNA,positive,6,6
24821,True,True,MLP,PI 16:0-18:1,pNA,positive,6,6
24822,True,False,MLP,PI(5)P 18:1,pNA,positive,6,6
24823,True,False,MLP,PS (POPS) 16:0-18:1,pNA,positive,6,6
24824,True,False,MLP,Palmitoyl-CoA,pNA,positive,6,6
24825,True,True,MLP,Pantetheine,pNA,positive,6,6
24826,False,True,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",pNA,positive,6,6
24827,False,False,MLP,Nicotinic acid,pNA,positive,6,6
24828,False,False,MLP,Orotic acid,pNA,positive,6,6
24829,False,True,MLP,Oxalacetic acid,pNA,positive,6,6
24830,True,True,MLP,Pantothenic acid,pNA,positive,7,6
24831,True,False,MLP,Phenylalanine,pNA,positive,7,6
24832,True,True,MLP,Proline,pNA,positive,7,6
24833,True,False,MLP,Propionylcarnitine,pNA,positive,7,6
24834,True,True,MLP,Prostaglandin E1,pNA,positive,7,6
24835,True,True,MLP,Putrescine,pNA,positive,7,6
24836,True,True,MLP,Pyridoxine,pNA,positive,7,6
24837,True,False,MLP,Quinolinic acid,pNA,positive,7,6
24838,True,False,MLP,Retinoic acid,pNA,positive,7,6
24839,True,True,MLP,Riboflavin,pNA,positive,7,6
24840,True,True,MLP,Ribulose 5-phosphate,pNA,positive,7,6
24841,True,True,MLP,S-Adenosylhomocysteine,pNA,positive,7,6
24842,False,False,MLP,Palmitic acid,pNA,positive,7,6
24843,False,True,MLP,Phosphocreatine,pNA,positive,7,6
24844,False,True,MLP,Phosphoenolpyruvic acid,pNA,positive,7,6
24845,False,True,MLP,Phylloquinone,pNA,positive,7,6
24846,True,True,MLP,S-Adenosylmethionine,pNA,positive,8,6
24847,True,True,MLP,SM d18:1-16:0,pNA,positive,8,6
24848,True,False,MLP,Serine,pNA,positive,8,6
24849,True,True,MLP,Spermidine,pNA,positive,8,6
24850,True,True,MLP,Sulfo GalCer 18:0(2S-OH),pNA,positive,8,6
24851,True,False,MLP,TG 15:0-18:1-15:0,pNA,positive,8,6
24852,True,True,MLP,Taurine,pNA,positive,8,6
24853,True,False,MLP,Taurocholic acid,pNA,positive,8,6
24854,True,True,MLP,Tetrahydrofolic acid,pNA,positive,8,6
24855,True,False,MLP,Thiamine,pNA,positive,8,6
24856,True,True,MLP,Thymine,pNA,positive,8,6
24857,True,False,MLP,Tryptophan,pNA,positive,8,6
24858,False,False,MLP,Pyruvic acid,pNA,positive,8,6
24859,False,False,MLP,Ribulose,pNA,positive,8,6
24860,False,True,MLP,Serotonin,pNA,positive,8,6
24861,False,True,MLP,Succinic acid,pNA,positive,8,6
24862,True,False,MLP,Tyrosine,pNA,positive,9,6
24863,True,True,MLP,Ureidosuccinic acid,pNA,positive,9,6
24864,True,False,MLP,Uridine,pNA,positive,9,6
24865,True,False,MLP,Uridine diphosphate,pNA,positive,9,6
24866,True,False,MLP,Uridine diphosphate glucose,pNA,positive,9,6
24867,True,False,MLP,Uridine diphosphate-N-acetylglucosamine,pNA,positive,9,6
24868,True,False,MLP,Valine,pNA,positive,9,6
24869,True,False,MLP,Xanthine,pNA,positive,9,6
24870,True,False,MLP,alpha-tocopherol,pNA,positive,9,6
24871,True,True,MLP,cis-Aconitic acid,pNA,positive,9,6
24872,True,True,MLP,gamma-Aminobutyric acid,pNA,positive,9,6
24873,True,True,MLP,myo-Inositol,pNA,positive,9,6
24874,False,False,MLP,Uracil,pNA,positive,9,6
24875,False,True,MLP,Uric acid,pNA,positive,9,6
24876,False,True,MLP,Uridine diphosphate glucuronic acid,pNA,positive,9,6
24877,False,True,MLP,Urocanic acid,pNA,positive,9,6
24878,True,True,MLP,2-Oxoglutaric acid,9AA,negative,0,7
24879,True,True,MLP,3-Hydroxyanthranilic acid,9AA,negative,0,7
24880,True,False,MLP,3-Phosphoglyceric acid,9AA,negative,0,7
24881,True,False,MLP,"4,5-Dihydroorotic acid",9AA,negative,0,7
24882,True,True,MLP,4-Hydroxyproline,9AA,negative,0,7
24883,True,False,MLP,5-Hydroxyindoleacetic acid,9AA,negative,0,7
24884,True,False,MLP,6-Phosphogluconic acid,9AA,negative,0,7
24885,True,False,MLP,Acetyl-CoA,9AA,negative,0,7
24886,True,True,MLP,Adenine,9AA,negative,0,7
24887,True,False,MLP,Adenosine diphosphate,9AA,negative,0,7
24888,True,True,MLP,Adenosine monophosphate,9AA,negative,0,7
24889,True,False,MLP,Arginine,9AA,negative,0,7
24890,True,True,MLP,Argininosuccinic acid,9AA,negative,0,7
24891,False,False,MLP,3-Hydroxymethylglutaric acid,9AA,negative,0,7
24892,False,False,MLP,Acetoacetic acid,9AA,negative,0,7
24893,False,False,MLP,Acetylcarnitine,9AA,negative,0,7
24894,False,False,MLP,Acetylcholine,9AA,negative,0,7
24895,False,False,MLP,Agmatine,9AA,negative,0,7
24896,True,True,MLP,Ascorbic acid,9AA,negative,1,7
24897,True,False,MLP,Asparagine,9AA,negative,1,7
24898,True,False,MLP,Aspartic acid,9AA,negative,1,7
24899,True,False,MLP,Cardiolipin 18:1,9AA,negative,1,7
24900,True,False,MLP,Carnitine,9AA,negative,1,7
24901,True,False,MLP,Carnosine,9AA,negative,1,7
24902,True,False,MLP,Cer d8:1/22:0 Cer,9AA,negative,1,7
24903,True,False,MLP,Cholic acid,9AA,negative,1,7
24904,True,True,MLP,Citric acid,9AA,negative,1,7
24905,True,True,MLP,Citrulline,9AA,negative,1,7
24906,True,True,MLP,Coenzyme A,9AA,negative,1,7
24907,True,False,MLP,Creatine,9AA,negative,1,7
24908,True,True,MLP,Creatinine,9AA,negative,1,7
24909,False,False,MLP,Biotin,9AA,negative,1,7
24910,False,False,MLP,Butyric acid,9AA,negative,1,7
24911,False,False,MLP,CAR 16:0,9AA,negative,1,7
24912,False,False,MLP,Cholecalciferol,9AA,negative,1,7
24913,True,False,MLP,Cysteine,9AA,negative,2,7
24914,True,False,MLP,Cystine,9AA,negative,2,7
24915,True,False,MLP,Cytidine,9AA,negative,2,7
24916,True,True,MLP,Cytosine,9AA,negative,2,7
24917,True,True,MLP,Dihydroxyacetone phosphate,9AA,negative,2,7
24918,True,True,MLP,Dopamine,9AA,negative,2,7
24919,True,False,MLP,Epinephrine,9AA,negative,2,7
24920,True,True,MLP,Flavin adenine dinucleotide,9AA,negative,2,7
24921,True,False,MLP,Flavin mononucleotide,9AA,negative,2,7
24922,True,False,MLP,"Fructose 1,6-bisphosphate",9AA,negative,2,7
24923,True,True,MLP,GM3 Ganglioside 18:0,9AA,negative,2,7
24924,True,False,MLP,GlcCer d18:1/18:0,9AA,negative,2,7
24925,False,True,MLP,Cholesterol,9AA,negative,2,7
24926,False,False,MLP,Cholesteryl acetate,9AA,negative,2,7
24927,False,True,MLP,Choline,9AA,negative,2,7
24928,False,False,MLP,Cyclic adenosine monophosphate,9AA,negative,2,7
24929,True,False,MLP,Gluconic acid,9AA,negative,3,7
24930,True,False,MLP,Glucosamine 6-phosphate,9AA,negative,3,7
24931,True,True,MLP,Glucose,9AA,negative,3,7
24932,True,False,MLP,Glucose 6-phosphate,9AA,negative,3,7
24933,True,False,MLP,Glucosyl cholesterol,9AA,negative,3,7
24934,True,False,MLP,Glutamic acid,9AA,negative,3,7
24935,True,False,MLP,Glutamine,9AA,negative,3,7
24936,True,False,MLP,Glutathione,9AA,negative,3,7
24937,True,False,MLP,Glycerol 3-phosphate,9AA,negative,3,7
24938,True,False,MLP,Glycine,9AA,negative,3,7
24939,True,True,MLP,Guanine,9AA,negative,3,7
24940,True,True,MLP,Histamine,9AA,negative,3,7
24941,False,False,MLP,Cytidine monophosphate,9AA,negative,3,7
24942,False,False,MLP,Dihydroxyacetone,9AA,negative,3,7
24943,False,False,MLP,Estradiol,9AA,negative,3,7
24944,False,True,MLP,Folic acid,9AA,negative,3,7
24945,True,True,MLP,Histidine,9AA,negative,4,7
24946,True,True,MLP,Hypoxanthine,9AA,negative,4,7
24947,True,False,MLP,Kynurenic acid,9AA,negative,4,7
24948,True,False,MLP,Kynurenine,9AA,negative,4,7
24949,True,True,MLP,L-Dopa,9AA,negative,4,7
24950,True,True,MLP,Lyso PA 18:1,9AA,negative,4,7
24951,True,True,MLP,Lyso PC 15:0,9AA,negative,4,7
24952,True,False,MLP,Lyso PE 18:0,9AA,negative,4,7
