,observed_value,prediction,classifier,name_short,matrix,polarity,fold,feat_sel_method,feat_sel_quantile
10,1,1,MLP,Glucose,DHB,positive,3,kendall,0.6666666666666666
11,1,0,MLP,Glucosyl cholesterol,DHB,positive,3,kendall,0.6666666666666666
12,1,1,MLP,Glutamic acid,DHB,positive,3,kendall,0.6666666666666666
13,1,1,MLP,Glutamine,DHB,positive,3,kendall,0.6666666666666666
14,1,1,MLP,Glutathione,DHB,positive,3,kendall,0.6666666666666666
15,0,0,MLP,Cholesteryl acetate,DHB,positive,3,kendall,0.6666666666666666
16,0,1,MLP,Dihydroxyacetone,DHB,positive,3,kendall,0.6666666666666666
0,1,1,MLP,Glycerophosphocholine,DHB,positive,4,kendall,0.6666666666666666
1,1,1,MLP,Glycine,DHB,positive,4,kendall,0.6666666666666666
2,1,1,MLP,Guanine,DHB,positive,4,kendall,0.6666666666666666
3,1,1,MLP,Histamine,DHB,positive,4,kendall,0.6666666666666666
4,1,1,MLP,Histidine,DHB,positive,4,kendall,0.6666666666666666
5,1,1,MLP,Homocysteine,DHB,positive,4,kendall,0.6666666666666666
6,1,1,MLP,Hypoxanthine,DHB,positive,4,kendall,0.6666666666666666
7,1,0,MLP,Kynurenic acid,DHB,positive,4,kendall,0.6666666666666666
8,1,1,MLP,Kynurenine,DHB,positive,4,kendall,0.6666666666666666
9,1,1,MLP,L-Dopa,DHB,positive,4,kendall,0.6666666666666666
10,1,1,MLP,Lyso PA 18:1,DHB,positive,4,kendall,0.6666666666666666
11,1,1,MLP,Lyso PC 15:0,DHB,positive,4,kendall,0.6666666666666666
12,1,1,MLP,Lyso PE 18:0,DHB,positive,4,kendall,0.6666666666666666
13,1,1,MLP,Lyso PG 16:0,DHB,positive,4,kendall,0.6666666666666666
14,1,1,MLP,Lyso PI 17:1,DHB,positive,4,kendall,0.6666666666666666
15,0,1,MLP,Glucose 6-phosphate,DHB,positive,4,kendall,0.6666666666666666
16,0,1,MLP,Glycerol 3-phosphate,DHB,positive,4,kendall,0.6666666666666666
0,1,1,MLP,Lyso PS 17:1,DHB,positive,5,kendall,0.6666666666666666
1,1,1,MLP,MG 18:1,DHB,positive,5,kendall,0.6666666666666666
2,1,1,MLP,Malic acid,DHB,positive,5,kendall,0.6666666666666666
3,1,1,MLP,Malonic acid,DHB,positive,5,kendall,0.6666666666666666
4,1,1,MLP,Melatonin,DHB,positive,5,kendall,0.6666666666666666
5,1,1,MLP,Methionine,DHB,positive,5,kendall,0.6666666666666666
6,1,0,MLP,Mevalonic acid,DHB,positive,5,kendall,0.6666666666666666
7,1,1,MLP,N-Acetylaspartic acid,DHB,positive,5,kendall,0.6666666666666666
8,1,1,MLP,N-Acetylaspartylglutamic acid,DHB,positive,5,kendall,0.6666666666666666
9,1,0,MLP,N-Acetylgalactosamine 6-phosphate,DHB,positive,5,kendall,0.6666666666666666
10,1,0,MLP,N-Acetylglucosamine,DHB,positive,5,kendall,0.6666666666666666
11,1,1,MLP,"N6,N6,N6-Trimethyllysine",DHB,positive,5,kendall,0.6666666666666666
12,1,1,MLP,Niacinamide,DHB,positive,5,kendall,0.6666666666666666
13,1,1,MLP,Nicotinamide adenine dinucleotide (NAD),DHB,positive,5,kendall,0.6666666666666666
14,1,1,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",DHB,positive,5,kendall,0.6666666666666666
15,0,1,MLP,Indole,DHB,positive,5,kendall,0.6666666666666666
16,0,1,MLP,Lactic acid,DHB,positive,5,kendall,0.6666666666666666
0,1,1,MLP,Nicotinamide riboside,DHB,positive,6,kendall,0.6666666666666666
1,1,1,MLP,Nicotinamide ribotide,DHB,positive,6,kendall,0.6666666666666666
2,1,1,MLP,Nicotinic acid,DHB,positive,6,kendall,0.6666666666666666
3,1,1,MLP,Ornithine,DHB,positive,6,kendall,0.6666666666666666
4,1,1,MLP,Oxidized glutathione,DHB,positive,6,kendall,0.6666666666666666
5,1,1,MLP,PA 16:0-18:1,DHB,positive,6,kendall,0.6666666666666666
6,1,1,MLP,PC (O) C16-18:1,DHB,positive,6,kendall,0.6666666666666666
7,1,1,MLP,PC 15:0-18:1,DHB,positive,6,kendall,0.6666666666666666
8,1,1,MLP,PE 18:0-20:4,DHB,positive,6,kendall,0.6666666666666666
9,1,1,MLP,PG 16:0-18:1,DHB,positive,6,kendall,0.6666666666666666
10,1,1,MLP,PI 16:0-18:1,DHB,positive,6,kendall,0.6666666666666666
11,1,1,MLP,PI(5)P 18:1,DHB,positive,6,kendall,0.6666666666666666
12,1,1,MLP,PS (POPS) 16:0-18:1,DHB,positive,6,kendall,0.6666666666666666
13,1,1,MLP,Palmitoyl-CoA,DHB,positive,6,kendall,0.6666666666666666
14,1,1,MLP,Pantetheine,DHB,positive,6,kendall,0.6666666666666666
15,0,0,MLP,Myo-inositol 1-phosphate,DHB,positive,6,kendall,0.6666666666666666
16,0,1,MLP,Orotic acid,DHB,positive,6,kendall,0.6666666666666666
0,1,1,MLP,Pantothenic acid,DHB,positive,7,kendall,0.6666666666666666
1,1,1,MLP,Phenylalanine,DHB,positive,7,kendall,0.6666666666666666
2,1,1,MLP,Phosphocreatine,DHB,positive,7,kendall,0.6666666666666666
3,1,1,MLP,Phosphoenolpyruvic acid,DHB,positive,7,kendall,0.6666666666666666
4,1,1,MLP,Phylloquinone,DHB,positive,7,kendall,0.6666666666666666
5,1,1,MLP,Proline,DHB,positive,7,kendall,0.6666666666666666
6,1,1,MLP,Propionylcarnitine,DHB,positive,7,kendall,0.6666666666666666
7,1,1,MLP,Prostaglandin E1,DHB,positive,7,kendall,0.6666666666666666
8,1,1,MLP,Putrescine,DHB,positive,7,kendall,0.6666666666666666
9,1,1,MLP,Pyridoxine,DHB,positive,7,kendall,0.6666666666666666
10,1,1,MLP,Quinolinic acid,DHB,positive,7,kendall,0.6666666666666666
11,1,1,MLP,Retinoic acid,DHB,positive,7,kendall,0.6666666666666666
12,1,1,MLP,Riboflavin,DHB,positive,7,kendall,0.6666666666666666
13,1,1,MLP,Ribulose,DHB,positive,7,kendall,0.6666666666666666
14,1,0,MLP,Ribulose 5-phosphate,DHB,positive,7,kendall,0.6666666666666666
15,0,1,MLP,Oxalacetic acid,DHB,positive,7,kendall,0.6666666666666666
16,0,0,MLP,Palmitic acid,DHB,positive,7,kendall,0.6666666666666666
0,1,1,MLP,S-Adenosylhomocysteine,DHB,positive,8,kendall,0.6666666666666666
1,1,1,MLP,S-Adenosylmethionine,DHB,positive,8,kendall,0.6666666666666666
2,1,1,MLP,SM d18:1-16:0,DHB,positive,8,kendall,0.6666666666666666
3,1,1,MLP,Serine,DHB,positive,8,kendall,0.6666666666666666
4,1,1,MLP,Serotonin,DHB,positive,8,kendall,0.6666666666666666
5,1,1,MLP,Spermidine,DHB,positive,8,kendall,0.6666666666666666
6,1,1,MLP,Succinic acid,DHB,positive,8,kendall,0.6666666666666666
7,1,1,MLP,Sulfo GalCer 18:0(2S-OH),DHB,positive,8,kendall,0.6666666666666666
8,1,1,MLP,TG 15:0-18:1-15:0,DHB,positive,8,kendall,0.6666666666666666
9,1,1,MLP,Taurine,DHB,positive,8,kendall,0.6666666666666666
10,1,1,MLP,Taurocholic acid,DHB,positive,8,kendall,0.6666666666666666
11,1,1,MLP,Tetrahydrofolic acid,DHB,positive,8,kendall,0.6666666666666666
12,1,1,MLP,Thiamine,DHB,positive,8,kendall,0.6666666666666666
13,1,1,MLP,Thymine,DHB,positive,8,kendall,0.6666666666666666
14,1,1,MLP,Tryptophan,DHB,positive,8,kendall,0.6666666666666666
15,0,1,MLP,Phosphoserine,DHB,positive,8,kendall,0.6666666666666666
16,0,0,MLP,Pyruvic acid,DHB,positive,8,kendall,0.6666666666666666
0,1,1,MLP,Tyrosine,DHB,positive,9,kendall,0.6666666666666666
1,1,0,MLP,Uracil,DHB,positive,9,kendall,0.6666666666666666
2,1,1,MLP,Ureidosuccinic acid,DHB,positive,9,kendall,0.6666666666666666
3,1,1,MLP,Uric acid,DHB,positive,9,kendall,0.6666666666666666
4,1,0,MLP,Uridine,DHB,positive,9,kendall,0.6666666666666666
5,1,1,MLP,Uridine diphosphate,DHB,positive,9,kendall,0.6666666666666666
6,1,1,MLP,Uridine diphosphate-N-acetylglucosamine,DHB,positive,9,kendall,0.6666666666666666
7,1,1,MLP,Urocanic acid,DHB,positive,9,kendall,0.6666666666666666
8,1,0,MLP,Valine,DHB,positive,9,kendall,0.6666666666666666
9,1,1,MLP,Xanthine,DHB,positive,9,kendall,0.6666666666666666
10,1,1,MLP,alpha-tocopherol,DHB,positive,9,kendall,0.6666666666666666
11,1,1,MLP,cis-Aconitic acid,DHB,positive,9,kendall,0.6666666666666666
12,1,1,MLP,gamma-Aminobutyric acid,DHB,positive,9,kendall,0.6666666666666666
13,1,0,MLP,myo-Inositol,DHB,positive,9,kendall,0.6666666666666666
14,0,1,MLP,Uridine diphosphate glucose,DHB,positive,9,kendall,0.6666666666666666
15,0,1,MLP,Uridine diphosphate glucuronic acid,DHB,positive,9,kendall,0.6666666666666666
0,1,0,MLP,2-Oxoglutaric acid,DHB,positive,0,kendall,0.8333333333333333
1,1,1,MLP,3-Hydroxyanthranilic acid,DHB,positive,0,kendall,0.8333333333333333
2,1,1,MLP,3-Phosphoglyceric acid,DHB,positive,0,kendall,0.8333333333333333
3,1,0,MLP,"4,5-Dihydroorotic acid",DHB,positive,0,kendall,0.8333333333333333
4,1,0,MLP,4-Hydroxyproline,DHB,positive,0,kendall,0.8333333333333333
5,1,1,MLP,5-Hydroxyindoleacetic acid,DHB,positive,0,kendall,0.8333333333333333
6,1,1,MLP,6-Phosphogluconic acid,DHB,positive,0,kendall,0.8333333333333333
7,1,1,MLP,Acetyl-CoA,DHB,positive,0,kendall,0.8333333333333333
8,1,1,MLP,Acetylcarnitine,DHB,positive,0,kendall,0.8333333333333333
9,1,1,MLP,Acetylcholine,DHB,positive,0,kendall,0.8333333333333333
10,1,1,MLP,Adenine,DHB,positive,0,kendall,0.8333333333333333
11,1,1,MLP,Adenosine diphosphate,DHB,positive,0,kendall,0.8333333333333333
12,1,1,MLP,Adenosine monophosphate,DHB,positive,0,kendall,0.8333333333333333
13,1,1,MLP,Agmatine,DHB,positive,0,kendall,0.8333333333333333
14,1,1,MLP,Arginine,DHB,positive,0,kendall,0.8333333333333333
15,0,0,MLP,3-Hydroxymethylglutaric acid,DHB,positive,0,kendall,0.8333333333333333
16,0,1,MLP,Acetoacetic acid,DHB,positive,0,kendall,0.8333333333333333
0,1,1,MLP,Argininosuccinic acid,DHB,positive,1,kendall,0.8333333333333333
1,1,0,MLP,Ascorbic acid,DHB,positive,1,kendall,0.8333333333333333
2,1,1,MLP,Asparagine,DHB,positive,1,kendall,0.8333333333333333
3,1,1,MLP,Aspartic acid,DHB,positive,1,kendall,0.8333333333333333
4,1,1,MLP,Biotin,DHB,positive,1,kendall,0.8333333333333333
5,1,1,MLP,CAR 16:0,DHB,positive,1,kendall,0.8333333333333333
6,1,1,MLP,Cardiolipin 18:1,DHB,positive,1,kendall,0.8333333333333333
7,1,1,MLP,Carnitine,DHB,positive,1,kendall,0.8333333333333333
8,1,1,MLP,Carnosine,DHB,positive,1,kendall,0.8333333333333333
9,1,1,MLP,Cer d8:1/22:0 Cer,DHB,positive,1,kendall,0.8333333333333333
10,1,0,MLP,Cholecalciferol,DHB,positive,1,kendall,0.8333333333333333
11,1,1,MLP,Cholesteryl ester 17:0,DHB,positive,1,kendall,0.8333333333333333
12,1,1,MLP,Cholic acid,DHB,positive,1,kendall,0.8333333333333333
13,1,1,MLP,Choline,DHB,positive,1,kendall,0.8333333333333333
14,1,0,MLP,Citric acid,DHB,positive,1,kendall,0.8333333333333333
15,0,1,MLP,Arachidonic acid,DHB,positive,1,kendall,0.8333333333333333
16,0,0,MLP,Butyric acid,DHB,positive,1,kendall,0.8333333333333333
0,1,1,MLP,Citrulline,DHB,positive,2,kendall,0.8333333333333333
1,1,1,MLP,Coenzyme A,DHB,positive,2,kendall,0.8333333333333333
2,1,1,MLP,Creatine,DHB,positive,2,kendall,0.8333333333333333
3,1,0,MLP,Creatinine,DHB,positive,2,kendall,0.8333333333333333
4,1,1,MLP,Cyclic adenosine monophosphate,DHB,positive,2,kendall,0.8333333333333333
5,1,0,MLP,Cysteine,DHB,positive,2,kendall,0.8333333333333333
6,1,0,MLP,Cystine,DHB,positive,2,kendall,0.8333333333333333
7,1,1,MLP,Cytidine,DHB,positive,2,kendall,0.8333333333333333
8,1,1,MLP,Cytidine monophosphate,DHB,positive,2,kendall,0.8333333333333333
9,1,1,MLP,Cytosine,DHB,positive,2,kendall,0.8333333333333333
10,1,1,MLP,DG 18:0-22:6,DHB,positive,2,kendall,0.8333333333333333
11,1,1,MLP,Dihydroxyacetone phosphate,DHB,positive,2,kendall,0.8333333333333333
12,1,1,MLP,Dopamine,DHB,positive,2,kendall,0.8333333333333333
13,1,1,MLP,Epinephrine,DHB,positive,2,kendall,0.8333333333333333
14,1,0,MLP,Estradiol,DHB,positive,2,kendall,0.8333333333333333
15,0,1,MLP,Carbamoyl phosphate,DHB,positive,2,kendall,0.8333333333333333
16,0,0,MLP,Cholesterol,DHB,positive,2,kendall,0.8333333333333333
0,1,1,MLP,Flavin adenine dinucleotide,DHB,positive,3,kendall,0.8333333333333333
1,1,1,MLP,Flavin mononucleotide,DHB,positive,3,kendall,0.8333333333333333
2,1,1,MLP,Folic acid,DHB,positive,3,kendall,0.8333333333333333
3,1,0,MLP,"Fructose 1,6-bisphosphate",DHB,positive,3,kendall,0.8333333333333333
4,1,0,MLP,Fumaric acid,DHB,positive,3,kendall,0.8333333333333333
5,1,1,MLP,GM3 Ganglioside 18:0,DHB,positive,3,kendall,0.8333333333333333
6,1,1,MLP,GlcCer d18:1/18:0,DHB,positive,3,kendall,0.8333333333333333
7,1,1,MLP,Gluconic acid,DHB,positive,3,kendall,0.8333333333333333
8,1,1,MLP,Glucosamine,DHB,positive,3,kendall,0.8333333333333333
9,1,1,MLP,Glucosamine 6-phosphate,DHB,positive,3,kendall,0.8333333333333333
10,1,0,MLP,Glucose,DHB,positive,3,kendall,0.8333333333333333
11,1,0,MLP,Glucosyl cholesterol,DHB,positive,3,kendall,0.8333333333333333
12,1,1,MLP,Glutamic acid,DHB,positive,3,kendall,0.8333333333333333
13,1,1,MLP,Glutamine,DHB,positive,3,kendall,0.8333333333333333
14,1,1,MLP,Glutathione,DHB,positive,3,kendall,0.8333333333333333
15,0,0,MLP,Cholesteryl acetate,DHB,positive,3,kendall,0.8333333333333333
16,0,1,MLP,Dihydroxyacetone,DHB,positive,3,kendall,0.8333333333333333
0,1,1,MLP,Glycerophosphocholine,DHB,positive,4,kendall,0.8333333333333333
1,1,1,MLP,Glycine,DHB,positive,4,kendall,0.8333333333333333
2,1,1,MLP,Guanine,DHB,positive,4,kendall,0.8333333333333333
3,1,1,MLP,Histamine,DHB,positive,4,kendall,0.8333333333333333
4,1,1,MLP,Histidine,DHB,positive,4,kendall,0.8333333333333333
5,1,0,MLP,Homocysteine,DHB,positive,4,kendall,0.8333333333333333
6,1,1,MLP,Hypoxanthine,DHB,positive,4,kendall,0.8333333333333333
7,1,1,MLP,Kynurenic acid,DHB,positive,4,kendall,0.8333333333333333
8,1,1,MLP,Kynurenine,DHB,positive,4,kendall,0.8333333333333333
9,1,1,MLP,L-Dopa,DHB,positive,4,kendall,0.8333333333333333
10,1,1,MLP,Lyso PA 18:1,DHB,positive,4,kendall,0.8333333333333333
11,1,1,MLP,Lyso PC 15:0,DHB,positive,4,kendall,0.8333333333333333
12,1,1,MLP,Lyso PE 18:0,DHB,positive,4,kendall,0.8333333333333333
13,1,1,MLP,Lyso PG 16:0,DHB,positive,4,kendall,0.8333333333333333
14,1,1,MLP,Lyso PI 17:1,DHB,positive,4,kendall,0.8333333333333333
15,0,0,MLP,Glucose 6-phosphate,DHB,positive,4,kendall,0.8333333333333333
16,0,1,MLP,Glycerol 3-phosphate,DHB,positive,4,kendall,0.8333333333333333
0,1,1,MLP,Lyso PS 17:1,DHB,positive,5,kendall,0.8333333333333333
1,1,1,MLP,MG 18:1,DHB,positive,5,kendall,0.8333333333333333
2,1,1,MLP,Malic acid,DHB,positive,5,kendall,0.8333333333333333
3,1,0,MLP,Malonic acid,DHB,positive,5,kendall,0.8333333333333333
4,1,1,MLP,Melatonin,DHB,positive,5,kendall,0.8333333333333333
5,1,0,MLP,Methionine,DHB,positive,5,kendall,0.8333333333333333
6,1,0,MLP,Mevalonic acid,DHB,positive,5,kendall,0.8333333333333333
7,1,1,MLP,N-Acetylaspartic acid,DHB,positive,5,kendall,0.8333333333333333
8,1,1,MLP,N-Acetylaspartylglutamic acid,DHB,positive,5,kendall,0.8333333333333333
9,1,0,MLP,N-Acetylgalactosamine 6-phosphate,DHB,positive,5,kendall,0.8333333333333333
10,1,0,MLP,N-Acetylglucosamine,DHB,positive,5,kendall,0.8333333333333333
11,1,1,MLP,"N6,N6,N6-Trimethyllysine",DHB,positive,5,kendall,0.8333333333333333
12,1,1,MLP,Niacinamide,DHB,positive,5,kendall,0.8333333333333333
13,1,1,MLP,Nicotinamide adenine dinucleotide (NAD),DHB,positive,5,kendall,0.8333333333333333
14,1,1,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",DHB,positive,5,kendall,0.8333333333333333
15,0,1,MLP,Indole,DHB,positive,5,kendall,0.8333333333333333
16,0,1,MLP,Lactic acid,DHB,positive,5,kendall,0.8333333333333333
0,1,1,MLP,Nicotinamide riboside,DHB,positive,6,kendall,0.8333333333333333
1,1,1,MLP,Nicotinamide ribotide,DHB,positive,6,kendall,0.8333333333333333
2,1,1,MLP,Nicotinic acid,DHB,positive,6,kendall,0.8333333333333333
3,1,1,MLP,Ornithine,DHB,positive,6,kendall,0.8333333333333333
4,1,1,MLP,Oxidized glutathione,DHB,positive,6,kendall,0.8333333333333333
5,1,1,MLP,PA 16:0-18:1,DHB,positive,6,kendall,0.8333333333333333
6,1,1,MLP,PC (O) C16-18:1,DHB,positive,6,kendall,0.8333333333333333
7,1,1,MLP,PC 15:0-18:1,DHB,positive,6,kendall,0.8333333333333333
8,1,1,MLP,PE 18:0-20:4,DHB,positive,6,kendall,0.8333333333333333
9,1,1,MLP,PG 16:0-18:1,DHB,positive,6,kendall,0.8333333333333333
10,1,1,MLP,PI 16:0-18:1,DHB,positive,6,kendall,0.8333333333333333
11,1,1,MLP,PI(5)P 18:1,DHB,positive,6,kendall,0.8333333333333333
12,1,1,MLP,PS (POPS) 16:0-18:1,DHB,positive,6,kendall,0.8333333333333333
13,1,1,MLP,Palmitoyl-CoA,DHB,positive,6,kendall,0.8333333333333333
14,1,1,MLP,Pantetheine,DHB,positive,6,kendall,0.8333333333333333
15,0,1,MLP,Myo-inositol 1-phosphate,DHB,positive,6,kendall,0.8333333333333333
16,0,1,MLP,Orotic acid,DHB,positive,6,kendall,0.8333333333333333
0,1,1,MLP,Pantothenic acid,DHB,positive,7,kendall,0.8333333333333333
1,1,1,MLP,Phenylalanine,DHB,positive,7,kendall,0.8333333333333333
2,1,0,MLP,Phosphocreatine,DHB,positive,7,kendall,0.8333333333333333
3,1,0,MLP,Phosphoenolpyruvic acid,DHB,positive,7,kendall,0.8333333333333333
4,1,1,MLP,Phylloquinone,DHB,positive,7,kendall,0.8333333333333333
5,1,0,MLP,Proline,DHB,positive,7,kendall,0.8333333333333333
6,1,1,MLP,Propionylcarnitine,DHB,positive,7,kendall,0.8333333333333333
7,1,0,MLP,Prostaglandin E1,DHB,positive,7,kendall,0.8333333333333333
8,1,1,MLP,Putrescine,DHB,positive,7,kendall,0.8333333333333333
9,1,1,MLP,Pyridoxine,DHB,positive,7,kendall,0.8333333333333333
10,1,1,MLP,Quinolinic acid,DHB,positive,7,kendall,0.8333333333333333
11,1,0,MLP,Retinoic acid,DHB,positive,7,kendall,0.8333333333333333
12,1,1,MLP,Riboflavin,DHB,positive,7,kendall,0.8333333333333333
13,1,0,MLP,Ribulose,DHB,positive,7,kendall,0.8333333333333333
14,1,0,MLP,Ribulose 5-phosphate,DHB,positive,7,kendall,0.8333333333333333
15,0,1,MLP,Oxalacetic acid,DHB,positive,7,kendall,0.8333333333333333
16,0,0,MLP,Palmitic acid,DHB,positive,7,kendall,0.8333333333333333
0,1,1,MLP,S-Adenosylhomocysteine,DHB,positive,8,kendall,0.8333333333333333
1,1,1,MLP,S-Adenosylmethionine,DHB,positive,8,kendall,0.8333333333333333
2,1,1,MLP,SM d18:1-16:0,DHB,positive,8,kendall,0.8333333333333333
3,1,1,MLP,Serine,DHB,positive,8,kendall,0.8333333333333333
4,1,1,MLP,Serotonin,DHB,positive,8,kendall,0.8333333333333333
5,1,1,MLP,Spermidine,DHB,positive,8,kendall,0.8333333333333333
6,1,1,MLP,Succinic acid,DHB,positive,8,kendall,0.8333333333333333
7,1,1,MLP,Sulfo GalCer 18:0(2S-OH),DHB,positive,8,kendall,0.8333333333333333
8,1,1,MLP,TG 15:0-18:1-15:0,DHB,positive,8,kendall,0.8333333333333333
9,1,1,MLP,Taurine,DHB,positive,8,kendall,0.8333333333333333
10,1,1,MLP,Taurocholic acid,DHB,positive,8,kendall,0.8333333333333333
11,1,1,MLP,Tetrahydrofolic acid,DHB,positive,8,kendall,0.8333333333333333
12,1,1,MLP,Thiamine,DHB,positive,8,kendall,0.8333333333333333
13,1,1,MLP,Thymine,DHB,positive,8,kendall,0.8333333333333333
14,1,1,MLP,Tryptophan,DHB,positive,8,kendall,0.8333333333333333
15,0,1,MLP,Phosphoserine,DHB,positive,8,kendall,0.8333333333333333
16,0,1,MLP,Pyruvic acid,DHB,positive,8,kendall,0.8333333333333333
0,1,1,MLP,Tyrosine,DHB,positive,9,kendall,0.8333333333333333
1,1,0,MLP,Uracil,DHB,positive,9,kendall,0.8333333333333333
2,1,1,MLP,Ureidosuccinic acid,DHB,positive,9,kendall,0.8333333333333333
3,1,1,MLP,Uric acid,DHB,positive,9,kendall,0.8333333333333333
4,1,0,MLP,Uridine,DHB,positive,9,kendall,0.8333333333333333
5,1,0,MLP,Uridine diphosphate,DHB,positive,9,kendall,0.8333333333333333
6,1,0,MLP,Uridine diphosphate-N-acetylglucosamine,DHB,positive,9,kendall,0.8333333333333333
7,1,1,MLP,Urocanic acid,DHB,positive,9,kendall,0.8333333333333333
8,1,0,MLP,Valine,DHB,positive,9,kendall,0.8333333333333333
9,1,1,MLP,Xanthine,DHB,positive,9,kendall,0.8333333333333333
10,1,0,MLP,alpha-tocopherol,DHB,positive,9,kendall,0.8333333333333333
11,1,0,MLP,cis-Aconitic acid,DHB,positive,9,kendall,0.8333333333333333
12,1,1,MLP,gamma-Aminobutyric acid,DHB,positive,9,kendall,0.8333333333333333
13,1,0,MLP,myo-Inositol,DHB,positive,9,kendall,0.8333333333333333
14,0,0,MLP,Uridine diphosphate glucose,DHB,positive,9,kendall,0.8333333333333333
15,0,0,MLP,Uridine diphosphate glucuronic acid,DHB,positive,9,kendall,0.8333333333333333
0,1,0,MLP,3-Hydroxymethylglutaric acid,NEDC,negative,0,kendall,0.0
1,1,0,MLP,Adenosine monophosphate,NEDC,negative,0,kendall,0.0
2,1,1,MLP,Cardiolipin 18:1,NEDC,negative,0,kendall,0.0
3,1,0,MLP,Cer d8:1/22:0 Cer,NEDC,negative,0,kendall,0.0
4,0,0,MLP,2-Oxoglutaric acid,NEDC,negative,0,kendall,0.0
5,0,0,MLP,3-Hydroxyanthranilic acid,NEDC,negative,0,kendall,0.0
6,0,1,MLP,3-Phosphoglyceric acid,NEDC,negative,0,kendall,0.0
7,0,0,MLP,"4,5-Dihydroorotic acid",NEDC,negative,0,kendall,0.0
8,0,0,MLP,4-Hydroxyproline,NEDC,negative,0,kendall,0.0
9,0,0,MLP,5-Hydroxyindoleacetic acid,NEDC,negative,0,kendall,0.0
10,0,0,MLP,6-Phosphogluconic acid,NEDC,negative,0,kendall,0.0
11,0,1,MLP,Acetoacetic acid,NEDC,negative,0,kendall,0.0
12,0,1,MLP,Acetyl-CoA,NEDC,negative,0,kendall,0.0
13,0,0,MLP,Acetylcarnitine,NEDC,negative,0,kendall,0.0
14,0,0,MLP,Acetylcholine,NEDC,negative,0,kendall,0.0
15,0,0,MLP,Adenine,NEDC,negative,0,kendall,0.0
16,0,0,MLP,Adenosine diphosphate,NEDC,negative,0,kendall,0.0
17,0,0,MLP,Agmatine,NEDC,negative,0,kendall,0.0
0,1,1,MLP,Cholic acid,NEDC,negative,1,kendall,0.0
1,1,0,MLP,Fumaric acid,NEDC,negative,1,kendall,0.0
2,1,1,MLP,GlcCer d18:1/18:0,NEDC,negative,1,kendall,0.0
3,1,0,MLP,Glucosyl cholesterol,NEDC,negative,1,kendall,0.0
4,0,0,MLP,Arachidonic acid,NEDC,negative,1,kendall,0.0
5,0,0,MLP,Arginine,NEDC,negative,1,kendall,0.0
6,0,0,MLP,Argininosuccinic acid,NEDC,negative,1,kendall,0.0
7,0,0,MLP,Ascorbic acid,NEDC,negative,1,kendall,0.0
8,0,0,MLP,Asparagine,NEDC,negative,1,kendall,0.0
9,0,0,MLP,Aspartic acid,NEDC,negative,1,kendall,0.0
10,0,0,MLP,Biotin,NEDC,negative,1,kendall,0.0
11,0,0,MLP,Butyric acid,NEDC,negative,1,kendall,0.0
12,0,0,MLP,CAR 16:0,NEDC,negative,1,kendall,0.0
13,0,0,MLP,Carbamoyl phosphate,NEDC,negative,1,kendall,0.0
14,0,0,MLP,Carnitine,NEDC,negative,1,kendall,0.0
15,0,0,MLP,Carnosine,NEDC,negative,1,kendall,0.0
16,0,0,MLP,Cholecalciferol,NEDC,negative,1,kendall,0.0
17,0,0,MLP,Cholesterol,NEDC,negative,1,kendall,0.0
0,1,0,MLP,Kynurenic acid,NEDC,negative,2,kendall,0.0
1,1,1,MLP,Lyso PA 18:1,NEDC,negative,2,kendall,0.0
2,1,1,MLP,Lyso PC 15:0,NEDC,negative,2,kendall,0.0
3,1,0,MLP,Lyso PE 18:0,NEDC,negative,2,kendall,0.0
4,0,0,MLP,Cholesteryl acetate,NEDC,negative,2,kendall,0.0
5,0,0,MLP,Cholesteryl ester 17:0,NEDC,negative,2,kendall,0.0
6,0,0,MLP,Choline,NEDC,negative,2,kendall,0.0
7,0,1,MLP,Citric acid,NEDC,negative,2,kendall,0.0
8,0,0,MLP,Citrulline,NEDC,negative,2,kendall,0.0
9,0,1,MLP,Coenzyme A,NEDC,negative,2,kendall,0.0
10,0,0,MLP,Creatine,NEDC,negative,2,kendall,0.0
11,0,0,MLP,Creatinine,NEDC,negative,2,kendall,0.0
12,0,0,MLP,Cyclic adenosine monophosphate,NEDC,negative,2,kendall,0.0
13,0,0,MLP,Cysteine,NEDC,negative,2,kendall,0.0
14,0,0,MLP,Cystine,NEDC,negative,2,kendall,0.0
15,0,0,MLP,Cytidine,NEDC,negative,2,kendall,0.0
16,0,0,MLP,Cytidine monophosphate,NEDC,negative,2,kendall,0.0
17,0,0,MLP,Cytosine,NEDC,negative,2,kendall,0.0
0,1,1,MLP,Lyso PG 16:0,NEDC,negative,3,kendall,0.0
1,1,1,MLP,Lyso PI 17:1,NEDC,negative,3,kendall,0.0
2,1,1,MLP,Lyso PS 17:1,NEDC,negative,3,kendall,0.0
3,0,0,MLP,DG 18:0-22:6,NEDC,negative,3,kendall,0.0
4,0,0,MLP,Dihydroxyacetone,NEDC,negative,3,kendall,0.0
5,0,0,MLP,Dihydroxyacetone phosphate,NEDC,negative,3,kendall,0.0
6,0,0,MLP,Dopamine,NEDC,negative,3,kendall,0.0
7,0,0,MLP,Epinephrine,NEDC,negative,3,kendall,0.0
8,0,0,MLP,Estradiol,NEDC,negative,3,kendall,0.0
