,name_short,adduct,spot_intensity_bgr_corrected,pred_val,Matrix short,Polarity,formal_charge,detectability,matrix_obscured
79173,L-Dopa,-H,3431.619,0.9995739868240268,DAN,negative,0.0,True,0
79179,L-Dopa,+Cl,657.9696,0.998615806938406,DAN,negative,0.0,True,0
79191,L-Dopa,[M]-,-0.04327201,0.0061678046235247,DAN,negative,0.0,False,0
79203,L-Dopa,-H,71.893616,0.9014444389592264,DHAP,negative,0.0,True,0
79205,L-Dopa,+Cl,22.51709,0.0147021734636882,DHAP,negative,0.0,False,0
79212,L-Dopa,[M]-,-0.012479862,0.0061678046235247,DHAP,negative,0.0,False,0
79234,L-Dopa,+Cl,-9.018799,0.00931449144694,DHB,negative,0.0,False,1
79238,L-Dopa,-H,4.9839263,0.0064947312387184,DHB,negative,0.0,False,0
79254,L-Dopa,+Cl,9.412654,0.0023848212660574,MAPS,negative,0.0,False,0
79261,L-Dopa,-H,18.910334,0.0074066067747078,MAPS,negative,0.0,False,0
79280,L-Dopa,[M]-,-0.02387112,0.0061678046235247,MAPS,negative,0.0,False,0
79281,L-Dopa,-H,10.539482,0.0146155180274511,NEDC,negative,0.0,False,0
79290,L-Dopa,[M]-,-0.009484772,0.0061678046235247,NEDC,negative,0.0,False,0
79298,L-Dopa,+Cl,31.813725,0.3305734000238129,NEDC,negative,0.0,False,0
79307,L-Dopa,-H,4764.406,0.9989824731284228,NOR,negative,0.0,True,0
79314,L-Dopa,+Cl,2543.214,0.9981915118461214,NOR,negative,0.0,True,0
79321,L-Dopa,[M]-,0.0,0.0061678046235247,NOR,negative,0.0,False,0
79370,L-Dopa,[M]+,-0.46438307,0.0061678046235247,9AA,positive,0.0,False,0
79371,L-Dopa,+H,-0.082045145,0.0061678046235247,9AA,positive,0.0,False,0
79386,L-Dopa,+H,2788.5417,0.9994371842600506,CHCA,positive,0.0,True,0
79387,L-Dopa,+Na,379.87625,0.9969942667951373,CHCA,positive,0.0,True,0
79405,L-Dopa,+K,63.787598,0.0188535342241271,CHCA,positive,0.0,False,0
79410,L-Dopa,[M]+,77.96208,0.01,CHCA,positive,0.0,False,0
79422,L-Dopa,+H,506.0087,0.9996804282607276,ClCCA,positive,0.0,True,0
79423,L-Dopa,+Na,143.44206,0.9989536051210592,ClCCA,positive,0.0,True,0
79425,L-Dopa,+K,46.35399,0.9948767166646856,ClCCA,positive,0.0,True,0
79450,L-Dopa,[M]+,4.35498,0.2095886880070057,ClCCA,positive,0.0,False,0
79459,L-Dopa,+H,46.276497,0.530487534075429,DAN,positive,0.0,False,0
79463,L-Dopa,+Na,412.75046,0.01,DAN,positive,0.0,False,0
79470,L-Dopa,[M]+,1.1802979,0.0102570444279889,DAN,positive,0.0,False,1
79482,L-Dopa,+K,68.44577,0.6691785590818485,DAN,positive,0.0,False,0
79499,L-Dopa,+H,88.5725,0.993777739687596,DHAP,positive,0.0,True,0
79500,L-Dopa,+Na,124.61352,0.9971465557276576,DHAP,positive,0.0,True,0
79503,L-Dopa,+K,22.810087,0.4123900181766884,DHAP,positive,0.0,False,0
79521,L-Dopa,[M]+,2.0579479,0.0039342371952437,DHAP,positive,0.0,False,0
79533,L-Dopa,+H,2599.3179,0.9991015211705292,DHB,positive,0.0,True,0
79534,L-Dopa,+K,492.11322,0.9966003920767944,DHB,positive,0.0,True,0
79535,L-Dopa,+Na,2856.4592,0.9990908221256828,DHB,positive,0.0,True,0
79542,L-Dopa,[M]+,164.75262,0.974065794244007,DHB,positive,0.0,True,0
79581,L-Dopa,+Na,-0.0063938918,0.0061678046235247,MAPS,positive,0.0,False,0
79586,L-Dopa,+K,-0.022802077,0.0061678046235247,MAPS,positive,0.0,False,0
79587,L-Dopa,[M]+,-0.033046514,0.0061678046235247,MAPS,positive,0.0,False,0
79590,L-Dopa,+H,-0.026351359,0.0061678046235247,MAPS,positive,0.0,False,0
79610,L-Dopa,[M]+,-1.9207262,0.0061678046235247,NEDC,positive,0.0,False,0
79628,L-Dopa,+H,20.844374,0.0232735502421731,NEDC,positive,0.0,False,0
79631,L-Dopa,+Na,19.42008,0.2910901940807986,NEDC,positive,0.0,False,0
79632,L-Dopa,+K,5.5029254,0.0177652931312299,NEDC,positive,0.0,False,0
79655,L-Dopa,[M]+,0.0,0.0061678046235247,NOR,positive,0.0,False,0
79661,L-Dopa,+H,5.9946527,0.0078130357180271,NOR,positive,0.0,False,0
79667,L-Dopa,+Na,385.13214,0.9887712491316438,NOR,positive,0.0,True,0
79668,L-Dopa,+K,95.51455,0.4834308494796107,NOR,positive,0.0,False,0
79712,L-Dopa,+H,4.5983777,0.1093886080799668,CMBT,positive,0.0,False,0
79727,L-Dopa,+K,-0.02302632,0.0061678046235247,CMBT,positive,0.0,False,0
79731,L-Dopa,[M]+,-0.005754988,0.0061678046235247,CMBT,positive,0.0,False,0
79736,L-Dopa,+Na,12.58949,0.7551681512980707,CMBT,positive,0.0,False,0
79750,L-Dopa,[M]-,-0.006110955,0.0061678046235247,CMBT,negative,0.0,False,0
79763,L-Dopa,-H,2.4127746,0.0055880601297842,CMBT,negative,0.0,False,0
79767,L-Dopa,+Cl,3.639481,0.0037247818291048,CMBT,negative,0.0,False,0
79773,L-Dopa,+Na,296.24335,0.9981627279308244,pNA,positive,0.0,True,0
79776,L-Dopa,+K,68.99491,0.9868276900809952,pNA,positive,0.0,True,0
79803,L-Dopa,[M]+,22.44236,0.0035773242175618,pNA,positive,0.0,False,0
79805,L-Dopa,+H,147.77544,0.9838135889106284,pNA,positive,0.0,True,0
79810,L-Dopa,-H,350.06863,0.9977311650189395,pNA,negative,0.0,True,0
79826,L-Dopa,+Cl,31.463043,0.834996495956735,pNA,negative,0.0,True,0
79832,L-Dopa,[M]-,-0.64338684,0.0061678046235247,pNA,negative,0.0,False,0
79838,Tyrosine,-H,134.4624,0.811923980796186,9AA,negative,0.0,True,0
79839,Tyrosine,+Cl,13.493785,0.1163659903894758,9AA,negative,0.0,False,0
79861,Tyrosine,[M]-,-0.042080212,0.0061678046235247,9AA,negative,0.0,False,0
79879,Tyrosine,-H,-0.012503562,0.0061678046235247,CHCA,negative,0.0,False,0
79888,Tyrosine,+Cl,-0.013262445,0.0061678046235247,CHCA,negative,0.0,False,0
79889,Tyrosine,[M]-,-0.06621792,0.0061678046235247,CHCA,negative,0.0,False,0
79890,Tyrosine,[M]-,-0.018095788,0.0061678046235247,ClCCA,negative,0.0,False,0
79913,Tyrosine,+Cl,-0.0074029886,0.0061678046235247,ClCCA,negative,0.0,False,0
79915,Tyrosine,-H,-0.022155127,0.0061678046235247,ClCCA,negative,0.0,False,0
79918,Tyrosine,-H,743.7864,0.9003009989737216,DAN,negative,0.0,True,0
79919,Tyrosine,[M]-,-0.045670394,0.0061678046235247,DAN,negative,0.0,False,0
79930,Tyrosine,+Cl,120.27772,0.0206995875085157,DAN,negative,0.0,False,0
79950,Tyrosine,+Cl,-309.31226,0.0231041297005267,DHAP,negative,0.0,False,0
79964,Tyrosine,[M]-,-0.009027882,0.0061678046235247,DHAP,negative,0.0,False,0
79971,Tyrosine,-H,4.1273737,0.004355861887614,DHAP,negative,0.0,False,0
79974,Tyrosine,+Cl,219.53088,0.0094274325142071,DHB,negative,0.0,False,1
79992,Tyrosine,-H,0.0,0.0061678046235247,DHB,negative,0.0,False,0
79993,Tyrosine,-H,60.630436,0.0328124065815076,MAPS,negative,0.0,False,0
80006,Tyrosine,+Cl,0.37003613,0.0058309630126025,MAPS,negative,0.0,False,0
80014,Tyrosine,[M]-,-0.028597994,0.0061678046235247,MAPS,negative,0.0,False,0
80020,Tyrosine,[M]-,-0.0030604515,0.0061678046235247,NEDC,negative,0.0,False,0
80026,Tyrosine,-H,0.96686417,0.0015410412204429,NEDC,negative,0.0,False,0
80036,Tyrosine,+Cl,9.580742,0.0060207332102026,NEDC,negative,0.0,False,0
80048,Tyrosine,[M]-,0.0,0.0061678046235247,NOR,negative,0.0,False,0
80049,Tyrosine,-H,311.09595,0.549323573381484,NOR,negative,0.0,False,0
80050,Tyrosine,+Cl,58.99384,0.0033789751250073,NOR,negative,0.0,False,0
80097,Tyrosine,[M]+,-4.782462,0.0061543396198685,9AA,positive,0.0,False,0
80104,Tyrosine,+H,-0.37083673,0.0057835969730063,9AA,positive,0.0,False,0
80106,Tyrosine,+Na,-0.60374635,0.0061678046235247,9AA,positive,0.0,False,0
80132,Tyrosine,+H,528.88995,0.9920107322303172,CHCA,positive,0.0,True,0
80134,Tyrosine,[M]+,0.37663472,0.0057311695120775,CHCA,positive,0.0,False,0
80138,Tyrosine,+Na,33.282166,0.2232902988954262,CHCA,positive,0.0,False,0
80148,Tyrosine,+K,-0.4348297,0.0150842161465567,CHCA,positive,0.0,False,1
80169,Tyrosine,[M]+,-0.011180687,0.0061678046235247,ClCCA,positive,0.0,False,0
80175,Tyrosine,+K,6.6849666,0.0037625936365009,ClCCA,positive,0.0,False,0
80177,Tyrosine,+Na,1.3708692,0.0023515502991101,ClCCA,positive,0.0,False,0
80201,Tyrosine,+H,34.194004,0.9708317289077196,ClCCA,positive,0.0,True,0
80202,Tyrosine,[M]+,14592.543,0.0218825581645355,DAN,positive,0.0,False,1
80226,Tyrosine,+H,-0.005744741,0.0061678046235247,DAN,positive,0.0,False,0
80228,Tyrosine,+K,-0.010250588,0.0061678046235247,DAN,positive,0.0,False,0
80229,Tyrosine,+Na,15.147753,0.81,DAN,positive,0.0,True,0
80244,Tyrosine,+H,18.40512,0.1947517971592837,DHAP,positive,0.0,False,0
80247,Tyrosine,+Na,13.674096,0.1754317653420566,DHAP,positive,0.0,False,0
80258,Tyrosine,+K,5.551818,0.371055399865752,DHAP,positive,0.0,False,0
80269,Tyrosine,[M]+,-0.010807963,0.0061678046235247,DHAP,positive,0.0,False,0
80283,Tyrosine,+H,950.2206,0.9813672178807892,DHB,positive,0.0,True,0
80285,Tyrosine,[M]+,-0.1092942,0.0061678046235247,DHB,positive,0.0,False,0
80287,Tyrosine,+Na,513.6526,0.9965012542661292,DHB,positive,0.0,True,0
80297,Tyrosine,+K,62.05091,0.0667398030079291,DHB,positive,0.0,False,0
80313,Tyrosine,+H,2.5844388,0.0015795234035871,MAPS,positive,0.0,False,0
80322,Tyrosine,+Na,-0.08809329,0.0061678046235247,MAPS,positive,0.0,False,0
80326,Tyrosine,[M]+,2.9489074,0.002186113810618,MAPS,positive,0.0,False,0
80327,Tyrosine,+K,-0.09864472,0.0061678046235247,MAPS,positive,0.0,False,0
80348,Tyrosine,[M]+,-18.39769,0.017318827316747,NEDC,positive,0.0,False,0
80355,Tyrosine,+Na,4.6249123,0.0057216776756807,NEDC,positive,0.0,False,0
80365,Tyrosine,+K,1.5216542,0.0024394647433677,NEDC,positive,0.0,False,0
80372,Tyrosine,+H,2.1250632,0.0025654746697716,NEDC,positive,0.0,False,0
80388,Tyrosine,[M]+,2.790678,0.002141086756837,NOR,positive,0.0,False,0
80400,Tyrosine,+Na,108.45305,0.0095734147836043,NOR,positive,0.0,False,0
80410,Tyrosine,+H,69.47089,0.0181150544836446,NOR,positive,0.0,False,0
80417,Tyrosine,+K,117.57001,0.023319834495061,NOR,positive,0.0,False,0
80459,Tyrosine,+H,15.684858,0.1205149945034585,CMBT,positive,0.0,False,0
80470,Tyrosine,[M]+,-0.02286556,0.0061678046235247,CMBT,positive,0.0,False,0
80471,Tyrosine,+K,1.1942414,0.0014608875996657,CMBT,positive,0.0,False,0
80472,Tyrosine,+Na,7.800553,0.3292741762170233,CMBT,positive,0.0,False,0
80491,Tyrosine,-H,-0.014248986,0.0061678046235247,CMBT,negative,0.0,False,0
80493,Tyrosine,+Cl,-0.009848098,0.0061678046235247,CMBT,negative,0.0,False,0
80514,Tyrosine,+H,1224.2792,0.9764738057210104,pNA,positive,0.0,True,0
80517,Tyrosine,+Na,618.9932,0.8114223708665179,pNA,positive,0.0,True,0
80525,Tyrosine,[M]+,-2.1688042,0.0084010569384852,pNA,positive,0.0,False,0
80530,Tyrosine,+K,730.43555,0.8591388129983207,pNA,positive,0.0,True,0
80550,Tyrosine,-H,336.2448,0.885079793960324,pNA,negative,0.0,True,0
80563,Tyrosine,[M]-,-0.012324144,0.0061678046235247,pNA,negative,0.0,False,0
80565,Tyrosine,+Cl,59.168724,0.0410251530232923,pNA,negative,0.0,False,0
80577,Uridine,-H,1501.7017,0.9990171481279774,9AA,negative,0.0,True,0
80579,Uridine,+Cl,501.33884,0.9895799402798744,9AA,negative,0.0,True,0
80602,Uridine,[M]-,-4.7683916,0.0061678046235247,9AA,negative,0.0,False,0
80609,Uridine,+Cl,-9.905972,0.006104489896949,CHCA,negative,0.0,False,0
80618,Uridine,[M]-,-0.040599633,0.0061678046235247,CHCA,negative,0.0,False,0
80622,Uridine,-H,4.9252386,0.0110520690361809,CHCA,negative,0.0,False,0
80631,Uridine,[M]-,-0.0070117484,0.0061678046235247,ClCCA,negative,0.0,False,0
80633,Uridine,+Cl,1.3803482,0.0014955951552442,ClCCA,negative,0.0,False,0
80650,Uridine,-H,-0.0073177856,0.0061678046235247,ClCCA,negative,0.0,False,0
80654,Uridine,-H,3952.142,0.9996639604265544,DAN,negative,0.0,True,0
80656,Uridine,+Cl,491.54858,0.997512520588932,DAN,negative,0.0,True,0
80668,Uridine,[M]-,-2.6823187,0.005874510930722,DAN,negative,0.0,False,0
80690,Uridine,-H,17.163658,0.0179924234121775,DHAP,negative,0.0,False,0
80694,Uridine,+Cl,-0.028153736,0.0061678046235247,DHAP,negative,0.0,False,0
80708,Uridine,[M]-,0.44157887,0.0060550088721167,DHAP,negative,0.0,False,0
80724,Uridine,+Cl,-0.15092435,0.0061678046235247,DHB,negative,0.0,False,0
80725,Uridine,[M]-,-0.031487636,0.0061678046235247,DHB,negative,0.0,False,0
80735,Uridine,-H,-0.0752229,0.0061678046235247,DHB,negative,0.0,False,0
80739,Uridine,-H,-0.01257938,0.0061678046235247,MAPS,negative,0.0,False,0
80745,Uridine,[M]-,-0.04986666,0.0061678046235247,MAPS,negative,0.0,False,0
80768,Uridine,[M]-,-0.012605931,0.0061678046235247,NEDC,negative,0.0,False,0
80785,Uridine,-H,-0.015816154,0.0061678046235247,NEDC,negative,0.0,False,0
80787,Uridine,+Cl,27.064198,0.0409987772596711,NEDC,negative,0.0,False,0
80791,Uridine,+Cl,11.019003,0.0086757397824909,NOR,negative,0.0,False,0
80793,Uridine,-H,306.68707,0.9937112632314616,NOR,negative,0.0,True,0
80794,Uridine,[M]-,-3.2128105,0.0067516256951477,NOR,negative,0.0,False,0
80842,Uridine,+Na,81.98265,0.0223336979135973,9AA,positive,0.0,False,0
80845,Uridine,+K,13.224905,0.0172642168092956,9AA,positive,0.0,False,0
80855,Uridine,+Na,517.92957,0.995531863145078,CHCA,positive,0.0,True,0
80857,Uridine,+K,94.80338,0.5559649951848482,CHCA,positive,0.0,False,0
80878,Uridine,[M]+,-0.24368638,0.0061678046235247,CHCA,positive,0.0,False,0
80883,Uridine,+H,168.55655,0.81,CHCA,positive,0.0,True,0
80889,Uridine,+Na,56.806583,0.495220320187193,ClCCA,positive,0.0,False,0
80891,Uridine,+K,16.711428,0.1256897764053785,ClCCA,positive,0.0,False,0
80902,Uridine,[M]+,-0.007740483,0.0061678046235247,ClCCA,positive,0.0,False,0
80903,Uridine,+H,11.486419,0.0177133735552105,ClCCA,positive,0.0,False,0
80924,Uridine,+Na,394.19574,0.9965823699076526,DAN,positive,0.0,True,0
80936,Uridine,[M]+,-0.015585779,0.0061678046235247,DAN,positive,0.0,False,0
80941,Uridine,+K,35.43977,0.0279512011195809,DAN,positive,0.0,False,0
80943,Uridine,+H,-0.06961392,0.0061678046235247,DAN,positive,0.0,False,0
80960,Uridine,+Na,141.93817,0.6622642712440413,DHAP,positive,0.0,False,0
80962,Uridine,[M]+,-56.56836,0.0181048106734615,DHAP,positive,0.0,False,0
80975,Uridine,+K,13.273516,0.1594815004451613,DHAP,positive,0.0,False,0
80976,Uridine,+H,4.6363993,0.0099760613233908,DHAP,positive,0.0,False,0
80995,Uridine,+Na,2056.0598,0.999108901297488,DHB,positive,0.0,True,0
80997,Uridine,+K,167.0543,0.9833514504129972,DHB,positive,0.0,True,0
81000,Uridine,[M]+,3.1859946,0.0017230099276508,DHB,positive,0.0,False,0
81021,Uridine,+H,312.33472,0.9102892104813632,DHB,positive,0.0,True,0
81033,Uridine,+K,-0.0077110464,0.0061678046235247,MAPS,positive,0.0,False,0
81042,Uridine,[M]+,-0.006157246,0.0061678046235247,MAPS,positive,0.0,False,0
81043,Uridine,+Na,-0.006102838,0.0061678046235247,MAPS,positive,0.0,False,0
81048,Uridine,+H,-0.045551453,0.0061678046235247,MAPS,positive,0.0,False,0
81075,Uridine,[M]+,-0.021020897,0.0061678046235247,NEDC,positive,0.0,False,0
81076,Uridine,+K,1.0235249,0.0014585049668906,NEDC,positive,0.0,False,0
81091,Uridine,+H,-0.0027349608,0.0061678046235247,NEDC,positive,0.0,False,0
81103,Uridine,+Na,8.170874,0.0130300102938958,NEDC,positive,0.0,False,0
81110,Uridine,+H,19.56664,0.0016802401956599,NOR,positive,0.0,False,0
81122,Uridine,+K,140.95041,0.0291423596912359,NOR,positive,0.0,False,0
81126,Uridine,+Na,597.14996,0.2467316560098266,NOR,positive,0.0,False,0
81167,Uridine,+Na,143.31752,0.9963063991121244,CMBT,positive,0.0,True,0
81183,Uridine,+K,1.9697263,0.0029201712462485,CMBT,positive,0.0,False,0
81192,Uridine,[M]+,-0.018631577,0.0061678046235247,CMBT,positive,0.0,False,0
81203,Uridine,+Cl,31.204573,0.9854259094928662,CMBT,negative,0.0,True,0
81205,Uridine,[M]-,-0.009283717,0.0061678046235247,CMBT,negative,0.0,False,0
81215,Uridine,-H,-0.0060252068,0.0061678046235247,CMBT,negative,0.0,False,0
81228,Uridine,+Na,1135.5469,0.9754937036211566,pNA,positive,0.0,True,0
81230,Uridine,+K,55.486446,0.5178969565707253,pNA,positive,0.0,False,0
81258,Uridine,[M]+,-0.37174058,0.0061678046235247,pNA,positive,0.0,False,0
81264,Uridine,+Cl,69.10036,0.4997338366703914,pNA,negative,0.0,False,0
81279,Uridine,-H,120.7196,0.0269749074020149,pNA,negative,0.0,False,0
81283,Uridine,[M]-,-0.15727851,0.0061678046235247,pNA,negative,0.0,False,0
81290,Dopamine,-H,462.97455,0.9983449127596646,9AA,negative,0.0,True,0
81291,Dopamine,+Cl,169.85966,0.7204530802954365,9AA,negative,0.0,False,0
81307,Dopamine,[M]-,-0.009593883,0.0061678046235247,9AA,negative,0.0,False,0
81314,Dopamine,+Cl,-11.198647,0.0092123831301819,CHCA,negative,0.0,False,0
81330,Dopamine,-H,-0.016010964,0.0061678046235247,CHCA,negative,0.0,False,0
81334,Dopamine,[M]-,-0.01098587,0.0061678046235247,CHCA,negative,0.0,False,0
81337,Dopamine,[M]-,-0.0045917984,0.0061678046235247,ClCCA,negative,0.0,False,0
81344,Dopamine,-H,2.3495824,0.006135842730733,ClCCA,negative,0.0,False,0
81359,Dopamine,+Cl,-0.016750412,0.0061678046235247,ClCCA,negative,0.0,False,0
81360,Dopamine,-H,2406.6624,0.9995527672583366,DAN,negative,0.0,True,0
81364,Dopamine,+Cl,1764.8799,0.984173482253687,DAN,negative,0.0,True,0
81378,Dopamine,[M]-,-0.010338189,0.0061678046235247,DAN,negative,0.0,False,0
81387,Dopamine,-H,90.58036,0.99730127738119,DHAP,negative,0.0,True,0
81407,Dopamine,[M]-,-0.017544638,0.0061678046235247,DHAP,negative,0.0,False,0
81408,Dopamine,+Cl,63.17683,0.0439228594808686,DHAP,negative,0.0,False,0
81414,Dopamine,+Cl,7.057022,0.0059962253288941,DHB,negative,0.0,False,1
81429,Dopamine,-H,6.0553093,0.0031034092176327,DHB,negative,0.0,False,0
81430,Dopamine,[M]-,1.9821596,0.0015882681325771,DHB,negative,0.0,False,0
81437,Dopamine,+Cl,6.843477,0.0019162658641331,MAPS,negative,0.0,False,0
81456,Dopamine,-H,3.7145889,0.0109257628227237,MAPS,negative,0.0,False,0
81457,Dopamine,[M]-,-0.0091969995,0.0061678046235247,MAPS,negative,0.0,False,0
81463,Dopamine,-H,-0.008857735,0.0061678046235247,NEDC,negative,0.0,False,0
81464,Dopamine,+Cl,3.978115,0.0041814152876521,NEDC,negative,0.0,False,0
81472,Dopamine,[M]-,-0.008222047,0.0061678046235247,NEDC,negative,0.0,False,0
81484,Dopamine,-H,2445.8752,0.9995131899575544,NOR,negative,0.0,True,0
81488,Dopamine,+Cl,215.98286,0.9875326715188208,NOR,negative,0.0,True,0
81494,Dopamine,[M]-,-0.015862502,0.0061678046235247,NOR,negative,0.0,False,0
81535,Dopamine,+K,8.505304,0.0028437247142503,9AA,positive,0.0,False,0
81536,Dopamine,[M]+,-0.029622026,0.0061678046235247,9AA,positive,0.0,False,0
81542,Dopamine,+H,-0.011409717,0.0061678046235247,9AA,positive,0.0,False,0
81555,Dopamine,+Na,-0.026418846,0.0061678046235247,9AA,positive,0.0,False,0
81559,Dopamine,+H,4449.5156,0.9993160451010148,CHCA,positive,0.0,True,0
81561,Dopamine,[M]+,155.95146,0.9698711363973148,CHCA,positive,0.0,True,0
81570,Dopamine,+K,-99.92673,0.0156171300539552,CHCA,positive,0.0,False,0
81585,Dopamine,+Na,63.79126,0.7062463805275063,CHCA,positive,0.0,False,0
81591,Dopamine,+H,1247.109,0.9993819903330428,ClCCA,positive,0.0,True,0
81596,Dopamine,+Na,46.707527,0.9953498037353048,ClCCA,positive,0.0,True,0
81597,Dopamine,[M]+,31.047812,0.9931657670058712,ClCCA,positive,0.0,True,0
81615,Dopamine,+K,18.462183,0.3997184899134418,ClCCA,positive,0.0,False,0
81623,Dopamine,+Na,523.61676,0.7353837978944675,DAN,positive,0.0,False,0
81628,Dopamine,+H,777.70166,0.9933511883584564,DAN,positive,0.0,True,0
81639,Dopamine,[M]+,-0.12654348,0.0061678046235247,DAN,positive,0.0,False,0
81640,Dopamine,+K,79.879265,0.6383119354216359,DAN,positive,0.0,False,0
81659,Dopamine,+H,1470.7745,0.9996899610694177,DHAP,positive,0.0,True,0
81660,Dopamine,+Na,460.313,0.999429130765612,DHAP,positive,0.0,True,0
81663,Dopamine,[M]+,46.793705,0.9960240069866468,DHAP,positive,0.0,True,0
81684,Dopamine,+K,86.84044,0.9255379178729696,DHAP,positive,0.0,True,0
81691,Dopamine,[M]+,290.8461,0.9931743337463568,DHB,positive,0.0,True,0
81698,Dopamine,+H,1971.3297,0.9978759219633856,DHB,positive,0.0,True,0
81701,Dopamine,+Na,442.44812,0.9971843613047816,DHB,positive,0.0,True,0
81711,Dopamine,+K,33.603176,0.0053157219857138,DHB,positive,0.0,False,0
81727,Dopamine,[M]+,1.1034713,0.0015076173116939,MAPS,positive,0.0,False,0
81728,Dopamine,+H,-0.036964808,0.0061678046235247,MAPS,positive,0.0,False,0
81742,Dopamine,+K,-0.24866657,0.0061678046235247,MAPS,positive,0.0,False,0
81743,Dopamine,+Na,-0.02825217,0.0061678046235247,MAPS,positive,0.0,False,0
81766,Dopamine,[M]+,4.567034,0.0097936004827714,NEDC,positive,0.0,False,0
81777,Dopamine,+K,5.555419,0.0018456076995635,NEDC,positive,0.0,False,0
81784,Dopamine,+Na,10.806,0.0141928211317666,NEDC,positive,0.0,False,0
81786,Dopamine,+H,34.563755,0.0109063536061874,NEDC,positive,0.0,False,0
81793,Dopamine,+H,56.616337,0.1192830411215792,NOR,positive,0.0,False,0
81812,Dopamine,+K,3.8537395,0.0015561223424058,NOR,positive,0.0,False,0
81818,Dopamine,[M]+,17.062489,0.81,NOR,positive,0.0,True,0
81821,Dopamine,+Na,249.3268,0.81,NOR,positive,0.0,True,0
81850,Dopamine,+H,419.97577,0.9956579765062388,CMBT,positive,0.0,True,0
81859,Dopamine,[M]+,26.262152,0.81,CMBT,positive,0.0,True,0
81860,Dopamine,+Na,86.45079,0.81,CMBT,positive,0.0,True,0
81869,Dopamine,+K,3.9290957,0.0032875819983305,CMBT,positive,0.0,False,0
81897,Dopamine,+Cl,5.562832,0.7154313568018262,CMBT,negative,0.0,False,0
81904,Dopamine,-H,-0.011562067,0.0061678046235247,CMBT,negative,0.0,False,0
81905,Dopamine,[M]-,-0.015646053,0.0061678046235247,CMBT,negative,0.0,False,0
81908,Dopamine,+H,1117.8838,0.999501129193988,pNA,positive,0.0,True,0
81919,Dopamine,+K,2.5267706,0.0017335179652126,pNA,positive,0.0,False,0
81926,Dopamine,+Na,16.77718,0.81,pNA,positive,0.0,True,0
81929,Dopamine,[M]+,42.856823,0.9829405670617192,pNA,positive,0.0,True,0
81939,Dopamine,-H,263.59702,0.9978423413036686,pNA,negative,0.0,True,0
81944,Dopamine,+Cl,201.51105,0.6322825181233593,pNA,negative,0.0,False,0
81945,Dopamine,[M]-,-0.009921951,0.0061678046235247,pNA,negative,0.0,False,0
81977,Folic acid,[M]-,-9.338551,0.0061678046235247,9AA,negative,0.0,False,0
81982,Folic acid,+Cl,-349.43652,0.0167305296045357,9AA,negative,0.0,False,0
81988,Folic acid,-H,-0.025184887,0.0061678046235247,9AA,negative,0.0,False,0
82000,Folic acid,[M]-,-0.90398127,0.0061678046235247,CHCA,negative,0.0,False,0
82006,Folic acid,-H,-1.3462378,0.0061678046235247,CHCA,negative,0.0,False,0
82012,Folic acid,+Cl,60.624573,0.0131578670791216,CHCA,negative,0.0,False,1
82021,Folic acid,+Cl,7.923012,0.0048940029838391,ClCCA,negative,0.0,False,0
82027,Folic acid,-H,0.0,0.0061678046235247,ClCCA,negative,0.0,False,0
82030,Folic acid,[M]-,-0.022262,0.0061678046235247,ClCCA,negative,0.0,False,0
82049,Folic acid,+Cl,113.64136,0.0079663791936994,DAN,negative,0.0,False,1
82056,Folic acid,-H,-0.30068704,0.0061678046235247,DAN,negative,0.0,False,0
82064,Folic acid,[M]-,514.8557,0.0464911182469314,DAN,negative,0.0,False,0
82070,Folic acid,-H,85.94976,0.0409006609720968,DHAP,negative,0.0,False,0
82075,Folic acid,+Cl,0.3572693,0.0035437990479714,DHAP,negative,0.0,False,0
82090,Folic acid,[M]-,-0.016384033,0.0061678046235247,DHAP,negative,0.0,False,0
82110,Folic acid,+Cl,-0.07101449,0.0061678046235247,DHB,negative,0.0,False,0
82113,Folic acid,[M]-,0.0,0.0061678046235247,DHB,negative,0.0,False,0
82114,Folic acid,-H,102.22945,0.0093361766196595,DHB,negative,0.0,False,0
82121,Folic acid,[M]-,107.60037,0.0080929894686205,MAPS,negative,0.0,False,1
82130,Folic acid,-H,-0.43647596,0.0061678046235247,MAPS,negative,0.0,False,0
82140,Folic acid,+Cl,17.290459,0.006344184222864,MAPS,negative,0.0,False,0
82148,Folic acid,[M]-,-0.92415905,0.0061678046235247,NEDC,negative,0.0,False,0
82155,Folic acid,+Cl,-0.20894487,0.0061678046235247,NEDC,negative,0.0,False,0
82157,Folic acid,-H,26.349348,0.0072728240078171,NEDC,negative,0.0,False,0
82176,Folic acid,[M]-,612.8354,0.2501043971266139,NOR,negative,0.0,False,0
82183,Folic acid,-H,-1.8226683,0.0061678046235247,NOR,negative,0.0,False,0
82187,Folic acid,+Cl,-50.608765,0.0102441889103038,NOR,negative,0.0,False,0
82219,Folic acid,+Na,25377.328,0.999607180899908,9AA,positive,0.0,True,0
82222,Folic acid,+K,199.54266,0.9483717396849192,9AA,positive,0.0,True,0
82226,Folic acid,[M]+,-167.80576,0.0058905058884812,9AA,positive,0.0,False,0
82243,Folic acid,+H,-18.982151,0.0061678046235247,9AA,positive,0.0,False,0
82252,Folic acid,+Na,4329.927,0.9991542575480836,CHCA,positive,0.0,True,0
82254,Folic acid,+K,196.44063,0.7880277287970407,CHCA,positive,0.0,False,0
